anime_id,title,title_english,image_url,type,source,rating,score,premiered,studio,genre
32238,Watashi wa  Kairaku Izonshou,,https://myanimelist.cdn-dena.com/images/anime/11/78738.jpg,OVA,Manga,Rx - Hentai,6.23,0,0,Hentai
29822,Channel 5.5 2nd Season,,https://myanimelist.cdn-dena.com/images/anime/11/71606.jpg,ONA,Unknown,PG-13 - Teens 13 or older,5.36,0,DLE,"Parody, Comedy"
271,Gad Guard,,https://myanimelist.cdn-dena.com/images/anime/5/12863.jpg,TV,Original,PG-13 - Teens 13 or older,6.77,Spring 2003,Gonzo,"Sci-Fi, Adventure, Mecha, Shounen"
9526,Wolf Guy,,https://myanimelist.cdn-dena.com/images/anime/12/72486.jpg,OVA,Unknown,R - 17+ (violence & profanity),5.56,0,J.C.Staff,"Action, Military, Sci-Fi"
8287,SD Gundam Sangokuden Brave Battle Warriors,,https://myanimelist.cdn-dena.com/images/anime/6/21471.jpg,TV,Original,PG - Children,6.46,Spring 2010,Sunrise,"Action, Mecha, Historical"
27629,Tantei Kageki Milky Holmes TD,,https://myanimelist.cdn-dena.com/images/anime/5/66891.jpg,TV,Card game,PG-13 - Teens 13 or older,6.45,Winter 2015,J.C.Staff/Nomad,"Comedy, Mystery, Super Power"
4387,UFO Robo Grendizer tai Great Mazinger,,https://myanimelist.cdn-dena.com/images/anime/13/51031.jpg,Movie,Unknown,PG-13 - Teens 13 or older,6.56,0,0,"Mecha, Sci-Fi"
2120,Captain Tsubasa: Asu ni Mukatte Hashire!,,https://myanimelist.cdn-dena.com/images/anime/11/73342.jpg,Movie,Unknown,G - All Ages,6.86,0,0,"Action, Sports, Shounen"
31919,PriPara Movie: Mi~nna no Akogare♪ Let's Go☆Prix Paris,,https://myanimelist.cdn-dena.com/images/anime/2/77624.jpg,Movie,Game,PG - Children,7.16,0,Tatsunoko Production,"Music, Slice of Life, School, Shoujo"
2362,Run=Dim,,https://myanimelist.cdn-dena.com/images/anime/13/5469.jpg,TV,Unknown,G - All Ages,5.13,Spring 2001,0,"Action, Mecha, Sci-Fi"
4282,Kara no Kyoukai 5: Mujun Rasen,the Garden of sinners Chapter 5: Paradox Paradigm,https://myanimelist.cdn-dena.com/images/anime/8/9246.jpg,Movie,Light novel,R - 17+ (violence & profanity),8.63,0,ufotable,"Action, Mystery, Supernatural, Drama, Romance, Thriller"
6068,Sensei no Ojikan: Doki Doki School Hours OVA,,https://myanimelist.cdn-dena.com/images/anime/4/13253.jpg,OVA,4-koma manga,PG-13 - Teens 13 or older,6.67,0,J.C.Staff,"Comedy, School"
22591,Patalliro Saiyuuki! Special,,https://myanimelist.cdn-dena.com/images/anime/4/58917.jpg,Special,Unknown,PG-13 - Teens 13 or older,6.3,0,0,"Adventure, Comedy, Fantasy, Shoujo, Shounen Ai"
14189,Tasogare Otome x Amnesia: Taima Otome,Dusk Maiden of Amnesia: Ghost Girl,https://myanimelist.cdn-dena.com/images/anime/6/65883.jpg,Special,Manga,R - 17+ (violence & profanity),7.56,0,Silver Link.,"Horror, Mystery, Romance, School, Shounen, Supernatural"
32215,High School DxD BorN: Yomigaeranai Fushichou,,https://myanimelist.cdn-dena.com/images/anime/7/77358.jpg,OVA,Light novel,R+ - Mild Nudity,7.64,0,TNK,"Action, Ecchi, Comedy, Harem, Romance, Demons, School"
36761,Osomatsu-san Short Film Series 2nd Season,,https://myanimelist.cdn-dena.com/images/anime/7/88890.jpg,Special,Manga,PG-13 - Teens 13 or older,5.65,0,0,"Comedy, Parody"
34776,Eureka Seven AO Final Episode: One More Time - Lord Don't Slow Me Down,,https://myanimelist.cdn-dena.com/images/anime/3/83906.jpg,ONA,Manga,PG-13 - Teens 13 or older,6.72,0,Bones,"Action, Adventure, Drama, Mecha, Sci-Fi"
1115,Handsome Girl,Handsome Girl,https://myanimelist.cdn-dena.com/images/anime/10/34835.jpg,OVA,Manga,PG-13 - Teens 13 or older,5.85,0,J.C.Staff,"Romance, Shoujo"
28283,Sengoku Musou,,https://myanimelist.cdn-dena.com/images/anime/3/71770.jpg,TV,Game,PG-13 - Teens 13 or older,6.65,Winter 2015,TYO Animations,"Action, Historical, Samurai"
884,Shin Angyo Onshi,Blade of the Phantom Master,https://myanimelist.cdn-dena.com/images/anime/6/23992.jpg,Movie,Manga,R - 17+ (violence & profanity),6.95,0,OLM Digital,"Action, Fantasy"
5661,Umi no Momotarou,Momotaro's Underwater Adventure,https://myanimelist.cdn-dena.com/images/anime/9/85234.jpg,Movie,Original,G - All Ages,4.72,0,0,Samurai
3425,Meiken Lassie,,https://myanimelist.cdn-dena.com/images/anime/13/51265.jpg,TV,Unknown,G - All Ages,6.86,Winter 1996,Nippon Animation,"Adventure, Slice of Life, Kids"
33572,Idol Memories,,https://myanimelist.cdn-dena.com/images/anime/6/80935.jpg,TV,Original,PG-13 - Teens 13 or older,5.35,Fall 2016,Seven Arcs Pictures,Music
33338,One Piece: Heart of Gold,,https://myanimelist.cdn-dena.com/images/anime/6/80109.jpg,Special,Manga,PG-13 - Teens 13 or older,7.66,0,Toei Animation,"Action, Adventure, Comedy, Drama, Fantasy, Shounen"
11445,UFO Princess Valkyrie: Recap,,https://myanimelist.cdn-dena.com/images/anime/3/31897.jpg,Special,Manga,PG-13 - Teens 13 or older,6.4,0,TNK,"Comedy, Romance, Sci-Fi"
10418,Deadman Wonderland: Akai Knife Tsukai,,https://myanimelist.cdn-dena.com/images/anime/8/33033.jpg,OVA,Manga,R - 17+ (violence & profanity),7.08,0,Manglobe,"Action, Sci-Fi, Horror"
37097,Xiong Chumo Zhi: Guonian,Boonie Bears: Homeward Journey,https://myanimelist.cdn-dena.com/images/anime/11/89996.jpg,Special,Original,PG - Children,3,0,0,"Adventure, Comedy, Kids"
31859,Hai to Gensou no Grimgar,Grimgar: Ashes and Illusions,https://myanimelist.cdn-dena.com/images/anime/13/77976.jpg,TV,Light novel,PG-13 - Teens 13 or older,7.83,Winter 2016,A-1 Pictures,"Action, Adventure, Drama, Fantasy"
2209,V.G.Neo The Animation,Variable Geo Neo,https://myanimelist.cdn-dena.com/images/anime/2/22138.jpg,OVA,Visual novel,Rx - Hentai,5.83,0,Studio Jam,"Action, Martial Arts, Hentai"
17245,Christmas,,https://myanimelist.cdn-dena.com/images/anime/3/46039.jpg,Music,Unknown,G - All Ages,5.58,0,0,"Music, Supernatural"
4355,Tsuukin Kairaku: Chikan de Go!!,,https://myanimelist.cdn-dena.com/images/anime/3/8265.jpg,OVA,Visual novel,Rx - Hentai,5.85,0,Studio Jam,Hentai
14753,Hori-san to Miyamura-kun,,https://myanimelist.cdn-dena.com/images/anime/2/40175.jpg,OVA,Web manga,PG-13 - Teens 13 or older,7.41,0,Hoods Entertainment,"Comedy, Romance, School, Shounen"
1410,IGPX: Immortal Grand Prix (2005) 2nd Season,IGPX: Immortal Grand Prix,https://myanimelist.cdn-dena.com/images/anime/3/21721.jpg,TV,Original,PG-13 - Teens 13 or older,7.36,Spring 2006,Production I.G,"Mecha, Sci-Fi, Shounen, Sports"
30408,Tokyo SOS,,https://myanimelist.cdn-dena.com/images/anime/4/72936.jpg,Movie,Unknown,G - All Ages,4.55,0,0,0
36091,Ghana,Ghana,https://myanimelist.cdn-dena.com/images/anime/12/87217.jpg,Music,Music,G - All Ages,4.33,0,0,Music
33415,Shiritsu Liyon Gakuen,,https://myanimelist.cdn-dena.com/images/anime/1904/91456.jpg,ONA,Original,PG - Children,5.63,0,0,"Comedy, School"
9000,Toaru Hikuushi e no Tsuioku,The Princess and the Pilot,https://myanimelist.cdn-dena.com/images/anime/3/36903.jpg,Movie,Light novel,PG-13 - Teens 13 or older,7.75,0,Madhouse,"Adventure, Military, Romance"
31128,Arslan Senki (TV): Dakkan no Yaiba,The Heroic Legend of Arslan,https://myanimelist.cdn-dena.com/images/anime/11/74848.jpg,Special,Manga,R - 17+ (violence & profanity),6.56,0,SANZIGEN/LIDENFILMS,"Action, Adventure, Fantasy, Supernatural, Historical, Drama"
36269,Detective Conan: Anti-Crime Guide,,https://myanimelist.cdn-dena.com/images/anime/7/87607.jpg,OVA,Other,G - All Ages,6.85,0,0,Kids
20767,Noragami OVA,,https://myanimelist.cdn-dena.com/images/anime/6/75876.jpg,OVA,Manga,PG-13 - Teens 13 or older,7.9,0,Bones,"Action, Adventure, Comedy, Supernatural, Shounen"
37348,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Movie: Orion no Ya,,https://myanimelist.cdn-dena.com/images/anime/1476/90659.jpg,Movie,Light novel,PG-13 - Teens 13 or older,0,0,0,"Action, Adventure, Comedy, Romance, Fantasy"
32904,Norimono Atsumare: Hit Song-shuu,,https://myanimelist.cdn-dena.com/images/anime/2/78925.jpg,OVA,Music,G - All Ages,4.27,0,0,Music
3729,True Blue: Gaiden,True Blue: Gaiden,https://myanimelist.cdn-dena.com/images/anime/12/6549.jpg,OVA,Visual novel,Rx - Hentai,5.86,0,0,Hentai
22419,Acchi Kocchi,,https://myanimelist.cdn-dena.com/images/anime/2/79893.jpg,Movie,Original,R - 17+ (violence & profanity),7.4,0,0,Dementia
27619,Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue,,https://myanimelist.cdn-dena.com/images/anime/9/67235.jpg,OVA,Manga,PG-13 - Teens 13 or older,6.19,0,Brain's Base,"Comedy, Ecchi, Romance, Shounen, Slice of Life"
9790,Sora no Otoshimono: Tokeijikake no Angeloid,Heaven's Lost Property the Movie: The Angeloid of Clockwork,https://myanimelist.cdn-dena.com/images/anime/8/28729.jpg,Movie,Manga,R - 17+ (violence & profanity),7.78,0,AIC A.S.T.A.,"Comedy, Drama, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural"
16776,Hurdle,Hurdle,https://myanimelist.cdn-dena.com/images/anime/9/45116.jpg,Movie,Unknown,None,5.36,0,0,Drama
3960,Armored Core: Fort Tower Song,,https://myanimelist.cdn-dena.com/images/anime/2/33661.jpg,ONA,Unknown,PG-13 - Teens 13 or older,4.8,0,0,"Action, Mecha, Sci-Fi"
30915,Kekkai Sensen: Soresaemo Saitei de Saikou na Hibi,Blood Blockade Battlefront: Even These Are the Worst and Best Days Ever,https://myanimelist.cdn-dena.com/images/anime/3/74387.jpg,Special,Manga,R - 17+ (violence & profanity),6.82,0,Bones,"Action, Fantasy, Shounen, Super Power, Supernatural, Vampire"
36394,Wonderful World: Ganmen Shintaisou,,https://myanimelist.cdn-dena.com/images/anime/9/87818.jpg,Music,Original,G - All Ages,3.63,0,0,Music
21913,Kanbee-kun ga Yuku,,https://myanimelist.cdn-dena.com/images/anime/8/57663.jpg,Special,Unknown,PG - Children,5,0,0,"Comedy, Historical, Kids"
8134,Keroro Gunsou Movie 5: Tanjou! Kyuukyoku Keroro  Kiseki no Jikuu-jima  de arimasu!!,Keroro Gunso the Super Movie: Creation! Ultimate Keroro  Wonder Space-Time Island!!,https://myanimelist.cdn-dena.com/images/anime/4/84854.jpg,Movie,Manga,PG - Children,7.35,0,Sunrise,Comedy
5397,Usavich III,Usavich III,https://myanimelist.cdn-dena.com/images/anime/6/15659.jpg,TV,Original,PG-13 - Teens 13 or older,7.22,Fall 2008,Kanaban Graphics,Comedy
11525,Mamimume★Mogacho,,https://myanimelist.cdn-dena.com/images/anime/10/32137.jpg,TV,Unknown,PG - Children,6,Summer 2001,0,Kids
35510,Seizei Ganbare! Mahou Shoujo Kurumi,,https://myanimelist.cdn-dena.com/images/anime/1571/90319.jpg,ONA,Original,G - All Ages,7.28,0,Pie in The Sky,"Parody, Magic"
35921,Da Wei Bei Ken Zhi Daomei Tegong Xiong,Backkom Bear: Agent 008,https://myanimelist.cdn-dena.com/images/anime/3/86814.jpg,Movie,Original,G - All Ages,6.25,0,0,"Adventure, Comedy, Kids"
3841,Chi's Sweet Home,,https://myanimelist.cdn-dena.com/images/anime/6/7632.jpg,TV,Manga,G - All Ages,7.79,Spring 2008,Madhouse,"Comedy, Slice of Life"
35651,Aozora Under Girls!,Aozora Under Girls,https://myanimelist.cdn-dena.com/images/anime/8/85986.jpg,ONA,Game,G - All Ages,5.67,0,0,Music
27663,Baby Steps 2nd Season,,https://myanimelist.cdn-dena.com/images/anime/9/73683.jpg,TV,Manga,PG-13 - Teens 13 or older,8.16,Spring 2015,Studio Pierrot,"Sports, Romance, School, Shounen"
30349,Legend of the Moles: The Treasure of Scylla,,https://myanimelist.cdn-dena.com/images/anime/4/72643.jpg,Movie,Unknown,None,6.7,0,0,"Kids, Adventure, Fantasy"
34167,Cocolors,,https://myanimelist.cdn-dena.com/images/anime/3/86473.jpg,Movie,Original,None,7.19,0,Kamikaze Douga/Nishiki Studio,Sci-Fi
9988,Otome wa Boku ni Koishiteru: Futari no Elder The Animation,,https://myanimelist.cdn-dena.com/images/anime/7/87914.jpg,OVA,Visual novel,PG-13 - Teens 13 or older,6.93,0,Silver Link.,"Drama, Romance, School"
2532,Onna Kyoushi Yumi no Houkago,Hot for Teacher,https://myanimelist.cdn-dena.com/images/anime/3/23827.jpg,OVA,Visual novel,Rx - Hentai,5.96,0,0,Hentai
4009,Heisa Byoutou,Sex Ward,https://myanimelist.cdn-dena.com/images/anime/4/50555.jpg,OVA,Original,Rx - Hentai,6.08,0,0,Hentai
20143,Kazu & Yasu Hero Tanjou,,https://myanimelist.cdn-dena.com/images/anime/9/53667.jpg,Movie,Unknown,G - All Ages,5.89,0,0,"Drama, Sports"
13379,Okusama wa Michael,,https://myanimelist.cdn-dena.com/images/anime/12/37457.jpg,OVA,Original,Rx - Hentai,6.2,0,0,Hentai
32930,Fairy Tail OVA (2016),,https://myanimelist.cdn-dena.com/images/anime/5/80112.jpg,OVA,Manga,PG-13 - Teens 13 or older,7.48,0,A-1 Pictures,"Comedy, Magic, Ecchi, Fantasy, Shounen"
6980,Kaidan Restaurant,,https://myanimelist.cdn-dena.com/images/anime/11/17905.jpg,TV,Picture book,PG - Children,7.36,Fall 2009,Toei Animation,"Horror, Kids, Mystery, Supernatural"
30770,Maid-san to Boin Damashii,,https://myanimelist.cdn-dena.com/images/anime/3/74052.jpg,OVA,Visual novel,Rx - Hentai,5.52,0,0,"Harem, Hentai"
6533,Atarashii Sekai,New World,https://myanimelist.cdn-dena.com/images/anime/5/14998.jpg,Music,Unknown,G - All Ages,6.56,0,Studio 4°C,Music
9465,Break Blade 4: Sanka no Chi,Broken Blade 4,https://myanimelist.cdn-dena.com/images/anime/11/68085.jpg,Movie,Manga,R - 17+ (violence & profanity),7.94,0,Production I.G/Xebec,"Action, Fantasy, Mecha, Military, Shounen"
31044,Kamisama Minarai: Himitsu no Cocotama,,https://myanimelist.cdn-dena.com/images/anime/4/84883.jpg,TV,Original,PG - Children,6.11,Fall 2015,OLM,"Slice of Life, Kids, Magic, Fantasy"
33108,Anime Douyou,,https://myanimelist.cdn-dena.com/images/anime/9/79538.jpg,Music,Music,G - All Ages,5,0,0,"Music, Kids"
22541,Oniku Daisuki! Zeushi-kun,,https://myanimelist.cdn-dena.com/images/anime/4/58803.jpg,TV,Original,G - All Ages,5.56,Winter 2014,DLE,Comedy
37357,Prism,,https://myanimelist.cdn-dena.com/images/anime/1476/90743.jpg,Music,Original,G - All Ages,5.67,0,0,Music
18283,Sonyeon 007 Eunhateukgongdae,,https://myanimelist.cdn-dena.com/images/anime/8/49033.jpg,Movie,Unknown,None,4.47,0,0,"Action, Adventure, Mecha, Sci-Fi, Shounen, Space"
783,Miami Guns,,https://myanimelist.cdn-dena.com/images/anime/1/783.jpg,TV,Manga,R - 17+ (violence & profanity),6.58,Winter 2000,Group TAC,"Comedy, Ecchi, Police, Shounen"
34669,Ba La La Xiao Mo Xian Zhi: Feiyue Cai Ling Bao 2nd Season,Balala the Faries: Over the Rainbow,https://myanimelist.cdn-dena.com/images/anime/3/83630.jpg,TV,Original,G - All Ages,5,Spring 2017,0,"Comedy, Magic, Shoujo"
9731,Nurarihyon no Mago Recaps,,https://myanimelist.cdn-dena.com/images/anime/12/26961.jpg,Special,Manga,PG-13 - Teens 13 or older,6.39,0,Studio Deen,"Action, Supernatural, Demons, Shounen"
664,Fullmetal Alchemist: Reflections,,https://myanimelist.cdn-dena.com/images/anime/2/18690.jpg,Special,Manga,PG-13 - Teens 13 or older,7.37,0,Bones,"Adventure, Fantasy, Comedy, Military, Drama, Shounen"
23317,Kuroshitsuji: Book of Murder,Black Butler: Book of Murder,https://myanimelist.cdn-dena.com/images/anime/12/74392.jpg,OVA,Manga,R - 17+ (violence & profanity),8.34,0,A-1 Pictures,"Comedy, Demons, Fantasy, Historical, Mystery, Shounen, Supernatural"
30061,Genki Bakuhatsu Ganbaruger: Hyakka,,https://myanimelist.cdn-dena.com/images/anime/3/72018.jpg,OVA,Unknown,PG - Children,5.81,0,Sunrise,"Action, Mecha, Shounen"
31439,Wagamama High Spec,Wagamama High Spec,https://myanimelist.cdn-dena.com/images/anime/3/79135.jpg,TV,Visual novel,PG-13 - Teens 13 or older,5.46,Spring 2016,AXsiZ,"Comedy, School"
35286,Henkei Shoujo,Henkei Shojo,https://myanimelist.cdn-dena.com/images/anime/2/86539.jpg,ONA,Original,PG-13 - Teens 13 or older,5.83,0,DLE,Sci-Fi
34284,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,Yuki Yuna is a Hero: The Washio Sumi Chapter,https://myanimelist.cdn-dena.com/images/anime/7/83012.jpg,TV,Light novel,PG-13 - Teens 13 or older,7.66,Fall 2017,Studio Gokumi,"Slice of Life, Drama, Magic, Fantasy"
16257,Efficus: Kono Omoi o Kimi ni...,,https://myanimelist.cdn-dena.com/images/anime/6/43747.jpg,OVA,Unknown,None,5.24,0,0,Magic
2623,Flanders no Inu (Movie),The Dog of Flanders,https://myanimelist.cdn-dena.com/images/anime/3/75599.jpg,Movie,Novel,G - All Ages,8.01,0,Nippon Animation,"Drama, Historical"
4730,Inyoku Tokkyuu Zetsurinou,Hentai Express,https://myanimelist.cdn-dena.com/images/anime/11/9115.jpg,OVA,Original,Rx - Hentai,5.95,0,0,Hentai
6412,Yuki Terai,,https://myanimelist.cdn-dena.com/images/anime/2/14507.jpg,OVA,Original,PG-13 - Teens 13 or older,5.78,0,0,Music
37419,Kyushu Love Milk Club,Kyushu Love Milk Club,https://myanimelist.cdn-dena.com/images/anime/1969/90864.jpg,Special,Original,G - All Ages,4.8,0,0,Slice of Life
11889,The iDOLM@STER: 765 Pro to Iu Monogatari,,https://myanimelist.cdn-dena.com/images/anime/3/70521.jpg,Special,Game,PG-13 - Teens 13 or older,7.54,0,A-1 Pictures,"Music, Comedy, Drama"
37246,Moshimoshi  Terumi Desu.,,https://myanimelist.cdn-dena.com/images/anime/1831/90666.jpg,Unknown,Manga,None,0,0,0,"Seinen, Slice of Life"
32699,Minions x Godzilla x Toho Cinema Collaboration Tokubetsu Eizou,,https://myanimelist.cdn-dena.com/images/anime/11/78491.jpg,Movie,Original,G - All Ages,5.06,0,0,Comedy
4983,Hells,,https://myanimelist.cdn-dena.com/images/anime/12/50303.jpg,Movie,Manga,PG-13 - Teens 13 or older,7.06,0,Madhouse,"Adventure, Comedy, Horror"
35838,Shoujo Shuumatsu Ryokou,Girls' Last Tour,https://myanimelist.cdn-dena.com/images/anime/12/88321.jpg,TV,Web manga,PG-13 - Teens 13 or older,8.19,Fall 2017,White Fox,"Adventure, Mystery, Sci-Fi, Slice of Life"
20723,Kyousou Giga (TV) Recaps,,https://myanimelist.cdn-dena.com/images/anime/12/57233.jpg,Special,Unknown,PG-13 - Teens 13 or older,6.66,0,Toei Animation,"Action, Fantasy, Supernatural"
17673,Kyubi no Kitsune to Tobimaru (Sesshoseki),,https://myanimelist.cdn-dena.com/images/anime/5/47153.jpg,Movie,Unknown,None,6,0,0,"Demons, Fantasy"
9202,Seikon no Qwaser: Jotei no Shouzou,The Qwaser of Stigmata: Portrait of the Empress,https://myanimelist.cdn-dena.com/images/anime/9/27178.jpg,OVA,Manga,R+ - Mild Nudity,6.51,0,TAKI Corporation,"Action, Super Power, Supernatural, Ecchi, Seinen"
31511,Holiday,,https://myanimelist.cdn-dena.com/images/anime/4/76323.jpg,Movie,Unknown,G - All Ages,6.13,0,0,0
36160,Yaoguai Mingdan 2nd Season,,https://myanimelist.cdn-dena.com/images/anime/4/87461.jpg,ONA,Web manga,R - 17+ (violence & profanity),8.06,0,Haoliners Animation League,"Action, Comedy, Romance, Fantasy"
37033,Emiya-san Chi no Kyou no Gohan,Today's Menu for the Emiya Family,https://myanimelist.cdn-dena.com/images/anime/8/89981.jpg,ONA,Manga,PG-13 - Teens 13 or older,7.59,0,ufotable,"Slice of Life, Comedy"
3085,Koharu Biyori,Indian Summer,https://myanimelist.cdn-dena.com/images/anime/8/5074.jpg,OVA,Manga,R+ - Mild Nudity,6.73,0,Daume,"Ecchi, Comedy, Sci-Fi"
8812,Alice SOS,,https://myanimelist.cdn-dena.com/images/anime/7/24323.jpg,TV,Original,G - All Ages,6.14,Spring 1998,J.C.Staff,Adventure
7053,Fault!!,,https://myanimelist.cdn-dena.com/images/anime/2/37371.jpg,OVA,Visual novel,Rx - Hentai,7.2,0,T-Rex,Hentai
16796,Mujeokcheorin Rambot,,https://myanimelist.cdn-dena.com/images/anime/5/45136.jpg,Movie,Unknown,None,3.56,0,0,"Action, Mecha, Shounen, Space"
13117,Hakuouki Movie 1: Kyoto Ranbu,Hakuoki ~Demon of the Fleeting Blossom~ Wild Dance of Kyoto,https://myanimelist.cdn-dena.com/images/anime/9/49399.jpg,Movie,Visual novel,PG-13 - Teens 13 or older,7.86,0,Studio Deen,"Action, Historical, Supernatural, Drama, Samurai, Josei"
9119,Chirorin Mura Monogatari,Nutsberry Town,https://myanimelist.cdn-dena.com/images/anime/4/25274.jpg,TV,Unknown,G - All Ages,6.73,Spring 1992,0,"Kids, Slice of Life"
6841,Maabou no Kinoshita Toukichirou,Mabo as Tokichiro Kinoshita,https://myanimelist.cdn-dena.com/images/anime/2/15845.jpg,Movie,Original,G - All Ages,5.02,0,0,Samurai
36561,Doupo Cangqiong Specials,,https://myanimelist.cdn-dena.com/images/anime/2/88360.jpg,ONA,Novel,PG-13 - Teens 13 or older,6.91,0,0,"Action, Adventure, Demons, Fantasy"
13041,Battle Break,,https://myanimelist.cdn-dena.com/images/anime/9/36619.jpg,ONA,Unknown,G - All Ages,5.65,0,OLM,"Action, Kids"
10928,Nogizaka Haruka no Himitsu: Finale,Haruka Nogizaka's Secret: Finale,https://myanimelist.cdn-dena.com/images/anime/12/74014.jpg,OVA,Unknown,PG-13 - Teens 13 or older,7.4,0,Diomedea,"Comedy, Romance"
1675,Transformers Micron Densetsu,Transformers Armada,https://myanimelist.cdn-dena.com/images/anime/5/73871.jpg,TV,Unknown,PG-13 - Teens 13 or older,6.8,Winter 2003,Actas,"Action, Mecha, Sci-Fi, Shounen"
3869,Sakura Momoko Gekijou: Coji-Coji,Coji-Coji,https://myanimelist.cdn-dena.com/images/anime/13/6922.jpg,TV,Unknown,G - All Ages,6.59,Fall 1997,Nippon Animation,"Fantasy, Comedy"
712,Zoids Genesis,Zoids Genesis,https://myanimelist.cdn-dena.com/images/anime/1/712.jpg,TV,Unknown,PG - Children,7.34,Spring 2005,Shogakukan Music &amp; Digital Entertainment,"Action, Adventure, Comedy, Mecha, Military"
23009,Ookami Shounen Ken: Arabia no Kaijin - Ma no Iwa no Kettou,,https://myanimelist.cdn-dena.com/images/anime/12/59913.jpg,Movie,Unknown,G - All Ages,5.58,0,Toei Animation,"Adventure, Kids"
4638,Milkyway,,https://myanimelist.cdn-dena.com/images/anime/7/29552.jpg,OVA,Visual novel,Rx - Hentai,5.64,0,0,"Romance, Hentai"
20009,Doubutsu Mura Monogatari,,https://myanimelist.cdn-dena.com/images/anime/4/53319.jpg,TV,Unknown,PG - Children,6.38,Spring 1970,Eiken,Kids
32664,Bananya,Bananya,https://myanimelist.cdn-dena.com/images/anime/11/80200.jpg,TV,Original,G - All Ages,6.79,Summer 2016,Gathering,"Slice of Life, Comedy, Kids"
3920,Mahou Senshi Sweet Knights: Heroine Ryoujoku Shirei,,https://myanimelist.cdn-dena.com/images/anime/12/10956.jpg,OVA,Visual novel,Rx - Hentai,5.79,0,0,Hentai
27455,Porong Porong Pororo 3,Pororo the Little Penguin 3,https://myanimelist.cdn-dena.com/images/anime/8/66621.jpg,TV,Unknown,G - All Ages,5.71,Spring 2009,0,"Kids, Sci-Fi"
961,Virtua Fighter,,https://myanimelist.cdn-dena.com/images/anime/1/2234.jpg,TV,Game,PG-13 - Teens 13 or older,7.13,Fall 1995,Tokyo Movie Shinsha,"Action, Adventure, Martial Arts, Comedy, Shounen"
34030,Bokura no Sex,,https://myanimelist.cdn-dena.com/images/anime/9/82260.jpg,OVA,Manga,Rx - Hentai,6.43,0,Queen Bee,Hentai
34156,PePePePengiin,,https://myanimelist.cdn-dena.com/images/anime/4/82157.jpg,TV,Original,PG - Children,5.26,Fall 2016,DLE,Comedy
31280,Selector Destructed WIXOSS Movie,,https://myanimelist.cdn-dena.com/images/anime/3/83118.jpg,Movie,Card game,G - All Ages,7.31,0,J.C.Staff,"Game, Psychological"
3514,Noramimi,,https://myanimelist.cdn-dena.com/images/anime/9/75060.jpg,TV,Manga,G - All Ages,6.46,Winter 2008,TMS Entertainment,Comedy
16059,Aku no Onna Kanbu: Full Moon Night,Evil Woman Executive: Full Moon Night,https://myanimelist.cdn-dena.com/images/anime/2/43285.jpg,OVA,Visual novel,Rx - Hentai,6.86,0,0,"Hentai, Supernatural"
36180,Clock Lock Works,Clock Lock Works,https://myanimelist.cdn-dena.com/images/anime/11/87397.jpg,Music,Music,G - All Ages,4.78,0,Minakata Laboratory,Music
20177,Gin no Otoko,,https://myanimelist.cdn-dena.com/images/anime/4/53723.jpg,OVA,Manga,Rx - Hentai,4.02,0,J.C.Staff,"Hentai, Romance"
395,Gantz 2nd Stage,Gantz: Second Stage,https://myanimelist.cdn-dena.com/images/anime/10/23247.jpg,TV,Manga,R+ - Mild Nudity,7.22,Summer 2004,Gonzo,"Action, Sci-Fi, Horror, Psychological, Supernatural, Drama, Ecchi"
33360,Code Geass: Boukoku no Akito 5 - Itoshiki Monotachi e Picture Drama,,https://myanimelist.cdn-dena.com/images/anime/5/80154.jpg,Special,Original,PG-13 - Teens 13 or older,6.78,0,0,"Comedy, Military"
21037,Uchuu Icchokusen,,https://myanimelist.cdn-dena.com/images/anime/2/55543.jpg,Movie,Unknown,G - All Ages,5.51,0,0,"Sci-Fi, Mystery, Space, Fantasy"
16259,Inferious Wakusei Senshi Gaiden Condition Green,,https://myanimelist.cdn-dena.com/images/anime/13/43749.jpg,OVA,Unknown,None,5.32,0,0,"Action, Sci-Fi"
4421,Moetan Specials,Moetan,https://myanimelist.cdn-dena.com/images/anime/9/15066.jpg,Special,Unknown,R+ - Mild Nudity,6.59,0,Actas,"Comedy, Ecchi, Magic, School"
24847,Ichigeki Sacchuu!! Hoihoi-san: Legacy,,https://myanimelist.cdn-dena.com/images/anime/6/63837.jpg,ONA,Manga,G - All Ages,4.83,0,Bridge,"Comedy, Sci-Fi"
33903,All-Free kono Natsu Ichioshi Monogatari Campaign Kokuchi Douga,,https://myanimelist.cdn-dena.com/images/anime/12/87202.jpg,ONA,Original,G - All Ages,5.89,0,0,Slice of Life
27793,It Girl,,https://myanimelist.cdn-dena.com/images/anime/3/67481.jpg,Music,Unknown,PG-13 - Teens 13 or older,5.68,0,0,Music
870,Dragon Half,,https://myanimelist.cdn-dena.com/images/anime/12/14220.jpg,OVA,Manga,R+ - Mild Nudity,6.99,0,Production I.G,"Comedy, Fantasy, Parody"
